,Age,Weight,Duration,Heart_Rate,Body_Temp,Calories
13379,28,87.0,6.0,82.0,39.3,15.0
13380,56,100.0,9.0,92.0,39.9,50.0
13381,71,74.0,28.0,103.0,40.7,178.0
13382,63,81.0,6.0,88.0,39.2,29.0
13383,56,49.0,27.0,106.0,40.8,183.0
13384,48,79.0,22.0,103.0,40.7,140.0
13385,57,92.0,19.0,98.0,40.9,121.0
13386,62,66.0,23.0,103.0,40.4,145.0
13387,25,86.0,8.0,81.0,39.4,17.0
13388,22,81.0,15.0,97.0,40.3,64.0
13389,23,70.0,3.0,84.0,38.3,11.0
13390,23,58.0,26.0,109.0,40.5,166.0
13391,23,68.0,16.0,88.0,40.6,43.0
13392,27,65.0,13.0,88.0,40.3,36.0
13393,57,62.0,22.0,103.0,40.3,138.0
13394,62,99.0,6.0,92.0,38.9,35.0
13395,34,103.0,22.0,100.0,40.8,127.0
13396,53,81.0,20.0,107.0,40.7,145.0
13397,31,47.0,3.0,86.0,38.6,13.0
13398,79,83.0,14.0,93.0,40.2,90.0
13399,54,98.0,3.0,89.0,38.8,15.0
13400,40,84.0,5.0,79.0,39.1,12.0
13401,55,61.0,23.0,110.0,40.7,161.0
13402,30,85.0,3.0,90.0,38.7,11.0
13403,52,85.0,20.0,106.0,40.8,143.0
13404,71,75.0,16.0,91.0,40.1,90.0
13405,30,80.0,11.0,96.0,39.7,49.0
13406,45,54.0,8.0,97.0,39.4,44.0
13407,31,85.0,18.0,93.0,40.5,75.0
13408,38,96.0,8.0,83.0,39.5,26.0
13409,69,66.0,25.0,111.0,40.6,183.0
13410,62,76.0,7.0,93.0,39.3,36.0
13411,23,101.0,24.0,103.0,41.0,136.0
13412,26,83.0,29.0,110.0,41.0,187.0
13413,33,77.0,14.0,92.0,40.2,55.0
13414,22,75.0,15.0,97.0,40.3,62.0
13415,67,74.0,30.0,105.0,41.0,195.0
13416,67,56.0,20.0,101.0,40.3,127.0
13418,21,67.0,20.0,104.0,40.7,114.0
13419,49,59.0,12.0,100.0,40.4,70.0
13420,28,67.0,23.0,103.0,40.7,119.0
13421,28,49.0,23.0,108.0,40.5,149.0
13422,28,70.0,28.0,104.0,40.6,162.0
13424,28,64.0,27.0,107.0,40.9,167.0
13425,34,56.0,24.0,108.0,40.7,156.0
13426,33,54.0,16.0,94.0,40.1,80.0
13427,27,50.0,24.0,96.0,40.7,124.0
13428,47,77.0,13.0,87.0,40.2,55.0
13429,42,77.0,7.0,87.0,39.5,25.0
13430,29,61.0,15.0,91.0,40.3,68.0
13431,25,58.0,2.0,86.0,38.1,8.0
13432,24,73.0,9.0,91.0,40.3,30.0
13433,38,61.0,25.0,104.0,40.5,152.0
13434,20,57.0,18.0,103.0,40.2,103.0
13435,24,72.0,18.0,109.0,40.3,112.0
13436,72,53.0,6.0,82.0,39.2,27.0
13437,71,64.0,19.0,93.0,40.5,103.0
13438,52,52.0,15.0,105.0,40.4,98.0
13439,30,84.0,25.0,105.0,40.8,148.0
13440,30,77.0,7.0,91.0,39.4,30.0
13441,26,61.0,15.0,93.0,40.2,70.0
13442,66,82.0,27.0,105.0,41.1,206.0
13443,61,64.0,4.0,78.0,38.5,15.0
13444,20,65.0,21.0,101.0,40.4,113.0
13445,49,84.0,9.0,86.0,39.7,36.0
13446,52,90.0,2.0,87.0,38.0,9.0
13447,21,59.0,29.0,106.0,40.7,174.0
13448,45,73.0,26.0,104.0,40.8,163.0
13449,23,74.0,27.0,103.0,40.7,149.0
13450,37,91.0,27.0,110.0,40.6,194.0
13451,21,98.0,22.0,100.0,40.8,111.0
13452,48,54.0,14.0,101.0,40.1,84.0
13453,35,58.0,9.0,84.0,39.6,35.0
13454,20,58.0,4.0,81.0,38.9,13.0
13455,47,87.0,23.0,101.0,40.2,143.0
13456,56,96.0,6.0,96.0,39.3,36.0
13457,77,61.0,4.0,91.0,38.9,21.0
13458,59,71.0,26.0,99.0,40.8,150.0
13459,48,93.0,7.0,89.0,39.8,32.0
13460,24,93.0,19.0,88.0,40.2,62.0
13461,62,59.0,23.0,104.0,41.0,150.0
13462,63,112.0,16.0,92.0,39.9,99.0
13463,42,96.0,28.0,113.0,41.1,223.0
13464,41,72.0,29.0,115.0,40.9,207.0
13465,66,69.0,16.0,90.0,40.4,81.0
13466,35,65.0,19.0,97.0,40.7,99.0
13467,60,52.0,27.0,115.0,40.7,210.0
13468,77,91.0,30.0,107.0,41.0,259.0
13469,78,72.0,9.0,96.0,39.7,52.0
13470,57,82.0,12.0,100.0,39.9,77.0
13471,60,63.0,25.0,100.0,40.7,150.0
13472,38,79.0,18.0,95.0,40.6,88.0
13473,45,67.0,17.0,99.0,40.2,95.0
13474,61,94.0,18.0,97.0,40.3,116.0
13475,64,69.0,29.0,108.0,40.8,199.0
13476,38,66.0,10.0,93.0,39.7,48.0
13477,21,79.0,19.0,97.0,40.8,79.0
13478,31,55.0,4.0,87.0,39.1,17.0
13479,66,86.0,27.0,113.0,40.8,241.0
13480,64,72.0,30.0,115.0,40.9,264.0
13481,42,108.0,8.0,84.0,39.5,31.0
13482,21,63.0,5.0,89.0,38.7,21.0
13483,65,60.0,28.0,108.0,40.8,196.0
13484,50,84.0,6.0,92.0,39.4,30.0
13485,65,58.0,22.0,92.0,40.8,117.0
13486,25,68.0,5.0,79.0,39.0,7.0
13487,23,88.0,11.0,89.0,39.9,36.0
13488,33,55.0,23.0,107.0,40.9,147.0
13489,36,80.0,20.0,106.0,40.3,120.0
13490,53,90.0,9.0,90.0,39.6,44.0
13491,36,60.0,17.0,100.0,40.4,96.0
13492,52,87.0,21.0,100.0,40.4,132.0
13493,35,92.0,20.0,94.0,40.8,94.0
13494,24,114.0,29.0,104.0,40.5,178.0
13495,25,84.0,7.0,82.0,39.3,16.0
13496,25,64.0,12.0,88.0,40.0,49.0
13497,27,59.0,16.0,89.0,40.7,69.0
13498,24,88.0,21.0,98.0,40.4,98.0
13499,38,61.0,20.0,99.0,40.5,111.0
13500,33,68.0,11.0,94.0,39.7,53.0
13501,21,58.0,9.0,84.0,39.6,33.0
13502,40,96.0,24.0,100.0,40.8,142.0
13503,27,95.0,14.0,95.0,40.4,63.0
13504,67,81.0,4.0,82.0,39.0,17.0
13505,22,55.0,3.0,86.0,38.2,12.0
13506,69,90.0,2.0,78.0,38.3,8.0
13507,44,76.0,28.0,103.0,40.9,172.0
13508,77,85.0,24.0,101.0,40.7,183.0
13509,32,104.0,8.0,89.0,40.0,32.0
13510,78,84.0,4.0,84.0,39.0,17.0
13511,55,75.0,12.0,90.0,40.1,56.0
13512,39,58.0,8.0,87.0,39.2,35.0
13513,23,75.0,4.0,84.0,39.0,9.0
13514,22,64.0,15.0,94.0,40.5,70.0
13515,48,51.0,27.0,110.0,40.7,190.0
13516,21,65.0,29.0,100.0,41.1,153.0
13517,78,85.0,27.0,109.0,40.6,189.0
13518,58,61.0,30.0,105.0,40.8,203.0
13519,62,55.0,7.0,87.0,39.5,33.0
13520,34,52.0,2.0,79.0,38.3,7.0
13521,65,72.0,21.0,104.0,40.4,134.0
13522,43,93.0,14.0,88.0,40.3,59.0
13523,37,87.0,30.0,120.0,41.2,258.0
13524,42,92.0,5.0,87.0,39.1,20.0
13525,65,84.0,17.0,99.0,40.3,114.0
13527,72,81.0,21.0,97.0,40.6,140.0
13528,37,61.0,4.0,86.0,38.8,17.0
13529,51,78.0,23.0,102.0,40.5,146.0
13530,63,87.0,18.0,92.0,40.1,101.0
13531,67,97.0,22.0,102.0,40.7,166.0
13532,74,81.0,30.0,101.0,41.0,183.0
13533,42,71.0,17.0,97.0,40.1,89.0
13534,32,64.0,20.0,98.0,40.4,106.0
13535,42,91.0,16.0,102.0,40.3,99.0
13536,73,88.0,25.0,106.0,40.7,206.0
13537,28,88.0,1.0,89.0,38.0,4.0
13538,20,69.0,17.0,98.0,40.4,69.0
13539,27,56.0,13.0,84.0,40.1,50.0
13540,24,83.0,13.0,90.0,40.2,44.0
13541,20,70.0,26.0,98.0,41.0,130.0
13542,35,76.0,9.0,85.0,39.4,27.0
13543,51,116.0,24.0,103.0,40.7,176.0
13544,21,85.0,18.0,104.0,40.5,97.0
13545,44,86.0,23.0,109.0,40.9,147.0
13546,39,88.0,17.0,93.0,40.4,79.0
13547,20,77.0,12.0,96.0,40.0,47.0
13548,52,83.0,6.0,93.0,38.8,29.0
13549,29,52.0,24.0,110.0,40.5,160.0
13550,62,54.0,19.0,94.0,40.3,105.0
13551,58,92.0,27.0,111.0,41.1,226.0
13552,22,68.0,26.0,107.0,41.0,156.0
13553,41,91.0,16.0,100.0,40.7,94.0
13554,57,98.0,4.0,89.0,38.8,20.0
13555,55,61.0,10.0,89.0,39.8,48.0
13556,25,73.0,15.0,103.0,40.4,77.0
13557,63,68.0,23.0,100.0,40.7,138.0
13558,44,83.0,5.0,86.0,39.0,19.0
13559,46,72.0,25.0,102.0,40.8,150.0
13560,54,49.0,17.0,98.0,40.5,100.0
13561,48,68.0,16.0,96.0,40.4,85.0
13562,79,63.0,8.0,100.0,39.6,51.0
13563,41,81.0,10.0,80.0,39.9,26.0
13564,25,72.0,5.0,91.0,39.3,17.0
13565,32,88.0,10.0,92.0,39.9,41.0
13566,23,85.0,18.0,103.0,40.5,96.0
13567,42,83.0,10.0,80.0,39.7,27.0
13568,47,77.0,19.0,93.0,40.4,91.0
13569,29,68.0,21.0,96.0,40.6,88.0
13570,26,91.0,24.0,101.0,41.0,127.0
13571,22,90.0,4.0,84.0,38.9,10.0
13572,43,61.0,20.0,105.0,40.6,125.0
13573,39,47.0,11.0,94.0,39.9,57.0
13574,22,69.0,27.0,114.0,40.8,177.0
13575,28,61.0,21.0,99.0,40.3,113.0
13576,44,89.0,28.0,99.0,40.7,147.0
13577,66,57.0,8.0,90.0,39.5,41.0
13578,25,60.0,2.0,80.0,38.1,7.0
13579,70,68.0,29.0,112.0,40.9,215.0
13580,40,61.0,26.0,101.0,40.8,151.0
13581,29,71.0,17.0,89.0,40.4,71.0
13583,34,82.0,10.0,90.0,39.5,38.0
13584,65,61.0,16.0,87.0,40.6,76.0
13585,77,106.0,25.0,92.0,40.8,168.0
13586,46,55.0,5.0,92.0,39.1,25.0
13587,67,86.0,5.0,86.0,39.1,24.0
13588,37,75.0,9.0,93.0,39.4,38.0
13589,20,66.0,9.0,74.0,39.6,22.0
13590,26,55.0,26.0,104.0,41.0,155.0
13591,30,68.0,2.0,83.0,38.4,7.0
13592,63,49.0,22.0,101.0,40.9,140.0
13593,66,72.0,22.0,101.0,40.5,134.0
13594,44,69.0,19.0,102.0,40.8,111.0
13595,60,87.0,17.0,97.0,40.6,106.0
13596,25,77.0,29.0,111.0,40.8,187.0
13597,32,93.0,11.0,84.0,39.7,34.0
13598,23,49.0,13.0,98.0,40.0,69.0
13599,25,74.0,27.0,107.0,40.9,156.0
13600,72,92.0,8.0,73.0,39.7,26.0
13601,70,64.0,24.0,105.0,40.7,161.0
13602,41,62.0,25.0,107.0,40.8,161.0
13603,20,64.0,2.0,85.0,38.0,7.0
13604,22,106.0,3.0,78.0,38.4,6.0
13605,28,95.0,18.0,98.0,40.0,90.0
13606,38,88.0,2.0,73.0,38.4,3.0
13607,79,101.0,17.0,105.0,40.2,147.0
13608,29,85.0,25.0,101.0,41.0,132.0
13609,34,88.0,24.0,93.0,40.6,105.0
13610,69,98.0,6.0,82.0,39.1,28.0
13611,22,86.0,20.0,106.0,40.6,115.0
13612,33,58.0,25.0,109.0,40.7,164.0
13613,54,87.0,13.0,100.0,40.0,83.0
13614,27,96.0,11.0,93.0,40.0,46.0
13615,75,75.0,8.0,86.0,39.2,37.0
13616,36,105.0,21.0,94.0,40.5,105.0
13617,77,99.0,11.0,97.0,39.6,80.0
13618,61,103.0,9.0,88.0,39.9,47.0
13619,48,92.0,23.0,96.0,40.4,129.0
13620,49,51.0,26.0,105.0,40.7,169.0
13621,39,87.0,24.0,107.0,40.4,161.0
13622,31,93.0,28.0,108.0,40.7,185.0
13623,40,104.0,29.0,110.0,40.7,220.0
13624,57,69.0,24.0,106.0,40.7,156.0
13625,53,74.0,18.0,101.0,40.3,112.0
13626,39,64.0,9.0,81.0,39.6,32.0
13627,56,65.0,21.0,108.0,40.8,142.0
13628,49,67.0,21.0,93.0,40.9,105.0
13629,29,69.0,4.0,81.0,39.3,13.0
13630,53,51.0,27.0,106.0,40.9,181.0
13631,24,70.0,28.0,118.0,40.8,202.0
13632,48,102.0,29.0,117.0,40.7,261.0
13633,20,72.0,22.0,102.0,40.6,104.0
13634,24,55.0,10.0,94.0,40.0,48.0
13635,24,63.0,13.0,100.0,40.1,70.0
13636,38,57.0,9.0,79.0,39.6,31.0
13637,36,72.0,7.0,86.0,39.4,22.0
13638,22,84.0,29.0,102.0,40.5,148.0
13639,49,66.0,9.0,82.0,39.6,35.0
13640,21,65.0,28.0,112.0,41.0,184.0
13641,23,89.0,15.0,92.0,39.9,56.0
13642,24,57.0,3.0,85.0,38.5,12.0
13643,30,98.0,27.0,116.0,41.0,213.0
13644,60,79.0,11.0,103.0,39.8,77.0
13645,77,65.0,20.0,105.0,40.3,136.0
13646,23,80.0,21.0,96.0,40.7,87.0
13647,69,111.0,2.0,83.0,38.5,10.0
13648,51,58.0,30.0,117.0,41.3,232.0
13649,50,55.0,9.0,87.0,40.1,41.0
13650,49,57.0,16.0,94.0,40.5,84.0
13651,32,54.0,20.0,100.0,40.6,113.0
13652,20,53.0,22.0,100.0,40.4,120.0
13653,41,81.0,10.0,95.0,39.3,49.0
13654,59,77.0,19.0,94.0,40.5,98.0
13655,76,55.0,22.0,100.0,40.8,141.0
13657,25,56.0,5.0,82.0,39.0,18.0
13658,63,76.0,7.0,90.0,39.2,36.0
13659,37,54.0,20.0,94.0,40.6,102.0
13660,54,78.0,12.0,87.0,39.9,52.0
13661,51,82.0,10.0,95.0,39.5,54.0
13662,28,72.0,14.0,87.0,40.7,55.0
13663,22,89.0,21.0,99.0,40.3,100.0
13664,23,75.0,4.0,89.0,38.8,16.0
13665,48,87.0,3.0,77.0,38.7,8.0
13666,23,81.0,2.0,76.0,38.0,2.0
13667,26,66.0,8.0,86.0,39.4,31.0
13668,65,58.0,17.0,95.0,40.5,96.0
13669,34,56.0,18.0,95.0,40.8,92.0
13670,76,64.0,8.0,88.0,39.5,41.0
13671,20,86.0,4.0,75.0,39.1,4.0
13672,25,101.0,14.0,94.0,40.2,61.0
13673,77,92.0,25.0,99.0,40.6,186.0
13674,33,48.0,2.0,81.0,38.5,7.0
13675,59,100.0,20.0,102.0,40.4,144.0
13676,51,96.0,5.0,77.0,39.0,15.0
13677,24,82.0,9.0,93.0,39.5,34.0
13678,77,73.0,25.0,109.0,41.0,214.0
13679,29,58.0,12.0,90.0,39.8,54.0
13680,56,58.0,3.0,93.0,38.4,16.0
13681,27,80.0,28.0,112.0,40.8,181.0
13682,35,77.0,12.0,90.0,40.1,45.0
13683,71,75.0,14.0,93.0,40.2,74.0
13684,22,97.0,2.0,84.0,38.2,5.0
13685,25,90.0,17.0,93.0,40.4,68.0
13686,58,83.0,2.0,84.0,38.5,8.0
13687,55,64.0,23.0,102.0,40.8,141.0
13688,71,96.0,2.0,75.0,38.0,7.0
13689,64,51.0,5.0,82.0,39.1,22.0
13690,52,94.0,24.0,103.0,40.8,166.0
13691,49,55.0,14.0,94.0,40.3,74.0
13692,32,94.0,4.0,87.0,38.7,14.0
13693,37,81.0,9.0,87.0,39.6,31.0
13694,42,67.0,6.0,83.0,39.1,23.0
13695,78,95.0,15.0,90.0,40.2,93.0
13696,30,49.0,18.0,100.0,40.4,102.0
13697,26,100.0,12.0,81.0,40.3,30.0
13698,30,52.0,24.0,110.0,40.7,161.0
13699,60,79.0,4.0,87.0,38.9,18.0
13700,24,81.0,18.0,93.0,40.4,68.0
13701,26,61.0,13.0,97.0,40.3,66.0
13702,68,93.0,21.0,95.0,41.0,135.0
13703,21,74.0,16.0,90.0,40.3,48.0
13704,29,69.0,23.0,106.0,40.6,138.0
13705,54,87.0,21.0,104.0,40.3,147.0
13706,31,87.0,9.0,94.0,39.4,39.0
13707,32,90.0,13.0,94.0,40.3,58.0
13708,27,68.0,26.0,97.0,40.8,131.0
13709,32,78.0,8.0,94.0,39.6,34.0
13710,40,60.0,14.0,91.0,39.9,66.0
13711,20,85.0,13.0,89.0,40.3,40.0
13712,20,48.0,19.0,91.0,40.1,86.0
13713,33,60.0,16.0,105.0,40.0,98.0
13714,69,86.0,8.0,89.0,39.8,43.0
13715,31,73.0,30.0,106.0,41.0,177.0
13716,57,97.0,8.0,85.0,39.4,36.0
13717,32,58.0,22.0,102.0,40.6,128.0
13718,29,61.0,9.0,87.0,39.4,37.0
13719,67,84.0,3.0,83.0,38.3,12.0
13720,61,81.0,25.0,94.0,40.7,142.0
13721,76,90.0,29.0,102.0,40.7,227.0
13723,36,65.0,17.0,100.0,40.8,94.0
13724,41,51.0,5.0,87.0,39.4,22.0
13725,69,61.0,27.0,106.0,40.7,185.0
13726,65,79.0,7.0,77.0,39.2,24.0
13727,46,96.0,29.0,107.0,40.6,210.0
13728,62,89.0,2.0,83.0,38.4,9.0
13729,43,61.0,7.0,88.0,39.1,31.0
13730,54,69.0,25.0,111.0,41.1,192.0
13731,42,81.0,9.0,93.0,39.7,42.0
13732,73,60.0,17.0,97.0,40.3,101.0
13733,20,73.0,25.0,99.0,40.5,126.0
13734,26,90.0,5.0,84.0,39.2,13.0
13735,79,62.0,15.0,94.0,39.6,86.0
13736,24,89.0,3.0,73.0,38.5,3.0
13737,76,55.0,7.0,86.0,39.6,34.0
13739,71,56.0,18.0,106.0,40.4,125.0
13740,44,65.0,23.0,99.0,40.6,129.0
13741,74,62.0,12.0,93.0,39.7,66.0
13742,56,69.0,5.0,85.0,39.1,21.0
13743,44,83.0,6.0,84.0,39.4,20.0
13744,43,89.0,24.0,108.0,40.6,171.0
13745,39,69.0,15.0,99.0,40.3,77.0
13746,23,92.0,6.0,89.0,39.2,20.0
13747,23,97.0,3.0,83.0,38.5,8.0
13748,56,87.0,20.0,107.0,40.4,151.0
13749,22,83.0,8.0,86.0,39.5,21.0
13750,68,75.0,10.0,85.0,39.9,44.0
13751,73,68.0,13.0,93.0,39.9,76.0
13752,68,69.0,8.0,97.0,40.1,46.0
13753,62,101.0,17.0,100.0,40.2,120.0
13754,20,60.0,24.0,100.0,40.7,128.0
13755,69,55.0,15.0,95.0,40.2,86.0
13756,30,67.0,7.0,81.0,39.5,24.0
13757,44,68.0,12.0,82.0,39.6,45.0
13758,38,98.0,4.0,90.0,38.9,17.0
13759,27,62.0,22.0,93.0,40.3,103.0
13760,62,94.0,27.0,108.0,40.7,220.0
13761,54,98.0,7.0,88.0,39.6,34.0
13762,64,72.0,19.0,98.0,40.6,109.0
13763,56,67.0,20.0,101.0,40.8,120.0
13764,35,86.0,8.0,93.0,39.5,35.0
13765,29,66.0,25.0,104.0,40.4,146.0
13766,66,77.0,10.0,90.0,39.9,49.0
13767,44,60.0,19.0,104.0,40.6,118.0
13768,31,62.0,9.0,93.0,39.4,43.0
13769,23,61.0,15.0,90.0,40.1,65.0
13770,44,71.0,25.0,103.0,40.5,148.0
13771,23,109.0,17.0,100.0,40.5,91.0
13772,63,93.0,28.0,111.0,41.0,241.0
13773,27,58.0,20.0,93.0,40.5,95.0
13774,60,103.0,6.0,88.0,39.3,31.0
13775,60,61.0,27.0,109.0,40.5,189.0
13776,25,90.0,21.0,102.0,40.5,113.0
13777,29,70.0,16.0,96.0,40.2,67.0
13778,34,63.0,8.0,93.0,39.5,31.0
13779,38,106.0,25.0,93.0,40.9,124.0
13780,63,61.0,6.0,90.0,39.4,30.0
13781,25,48.0,21.0,101.0,40.4,120.0
13782,56,85.0,5.0,86.0,38.9,22.0
13784,24,83.0,10.0,92.0,39.6,37.0
13785,69,87.0,18.0,93.0,40.7,109.0
13786,27,76.0,22.0,94.0,40.5,87.0
13787,39,98.0,6.0,88.0,39.2,25.0
13788,41,65.0,22.0,100.0,40.7,124.0
13789,62,83.0,28.0,112.0,41.0,238.0
13790,61,68.0,25.0,105.0,40.7,162.0
13791,72,65.0,19.0,93.0,40.5,103.0
13792,38,73.0,11.0,90.0,39.8,49.0
13793,61,67.0,18.0,91.0,40.7,90.0
13794,27,73.0,11.0,94.0,40.0,51.0
13795,25,67.0,3.0,79.0,38.4,9.0
13796,23,55.0,16.0,111.0,40.6,106.0
13797,21,76.0,22.0,102.0,40.3,118.0
13798,33,54.0,20.0,100.0,40.5,113.0
13799,68,99.0,4.0,80.0,38.6,17.0
13800,43,46.0,19.0,97.0,40.4,107.0
13801,76,74.0,13.0,100.0,40.1,80.0
13802,58,61.0,4.0,80.0,38.8,15.0
13803,33,83.0,22.0,105.0,40.9,133.0
13804,20,92.0,10.0,85.0,39.8,26.0
13805,70,72.0,16.0,88.0,39.9,76.0
13807,45,70.0,21.0,101.0,40.7,121.0
13808,73,78.0,28.0,117.0,40.6,220.0
13809,22,60.0,25.0,102.0,40.9,140.0
13810,20,68.0,3.0,90.0,38.5,12.0
13811,45,83.0,3.0,84.0,38.3,10.0
13812,58,89.0,10.0,88.0,39.9,48.0
13813,36,66.0,16.0,101.0,40.2,84.0
13814,20,88.0,11.0,101.0,40.1,54.0
13815,36,79.0,22.0,109.0,40.5,148.0
13816,33,48.0,25.0,105.0,40.6,157.0
13817,74,113.0,7.0,86.0,39.3,41.0
13818,71,59.0,9.0,85.0,39.8,42.0
13819,34,90.0,15.0,92.0,40.3,64.0
13820,75,83.0,21.0,99.0,40.3,151.0
13821,26,90.0,4.0,80.0,39.0,8.0
13822,32,86.0,20.0,95.0,40.5,91.0
13823,60,46.0,28.0,103.0,41.2,184.0
13824,52,48.0,7.0,80.0,39.5,28.0
13826,24,63.0,26.0,104.0,40.8,151.0
13827,29,60.0,19.0,96.0,40.5,96.0
13828,55,58.0,2.0,79.0,38.0,7.0
13829,28,52.0,18.0,100.0,40.5,101.0
13830,55,78.0,18.0,90.0,40.1,85.0
13831,76,106.0,8.0,95.0,39.3,57.0
13832,77,97.0,13.0,87.0,39.9,75.0
13833,49,58.0,14.0,92.0,40.2,70.0
13834,34,80.0,12.0,92.0,40.2,49.0
13835,57,97.0,11.0,95.0,39.9,66.0
13836,26,91.0,8.0,94.0,39.5,34.0
13837,75,65.0,7.0,83.0,39.3,31.0
13838,28,109.0,6.0,92.0,39.5,26.0
13839,22,55.0,6.0,87.0,39.1,24.0
13840,64,76.0,13.0,90.0,40.0,63.0
13841,37,98.0,6.0,87.0,39.3,23.0
13843,28,99.0,21.0,101.0,40.5,117.0
13844,23,72.0,15.0,96.0,40.5,72.0
13845,49,104.0,11.0,95.0,39.8,63.0
13846,24,65.0,14.0,98.0,40.4,72.0
13847,64,88.0,4.0,88.0,39.1,20.0
13848,45,71.0,28.0,110.0,40.7,188.0
13849,69,78.0,18.0,100.0,40.3,125.0
13850,47,47.0,7.0,84.0,39.6,30.0
13851,43,45.0,12.0,90.0,40.0,59.0
13852,25,57.0,9.0,84.0,40.0,34.0
13854,46,67.0,13.0,99.0,39.8,73.0
13855,78,83.0,22.0,93.0,40.8,141.0
13856,68,74.0,8.0,93.0,39.7,42.0
13857,57,83.0,12.0,91.0,39.7,61.0
13858,66,72.0,13.0,98.0,40.3,82.0
13859,45,102.0,10.0,86.0,39.3,42.0
13860,31,96.0,11.0,85.0,40.1,35.0
13861,38,89.0,15.0,101.0,40.1,87.0
13862,22,94.0,17.0,91.0,40.2,62.0
13863,29,60.0,20.0,98.0,40.7,106.0
13864,44,71.0,8.0,77.0,39.7,17.0
13865,51,63.0,2.0,82.0,38.3,8.0
13866,58,68.0,12.0,95.0,39.7,64.0
13867,39,87.0,7.0,88.0,39.7,27.0
13868,52,58.0,20.0,110.0,40.3,140.0
13869,71,53.0,22.0,101.0,40.7,142.0
13870,22,65.0,20.0,95.0,40.5,95.0
13872,24,49.0,27.0,101.0,40.9,153.0
13873,71,65.0,16.0,96.0,40.2,92.0
13874,24,63.0,21.0,103.0,40.5,120.0
13875,27,59.0,1.0,88.0,38.0,4.0
13876,25,66.0,16.0,90.0,40.3,68.0
13877,57,88.0,25.0,113.0,40.9,213.0
13878,42,96.0,10.0,82.0,39.4,33.0
13879,42,74.0,11.0,93.0,40.0,53.0
13880,29,86.0,15.0,85.0,40.2,44.0
13881,24,84.0,19.0,97.0,40.3,84.0
13882,56,90.0,8.0,87.0,39.8,37.0
13883,49,68.0,3.0,85.0,38.6,12.0
13884,77,84.0,13.0,88.0,40.3,73.0
13885,43,79.0,7.0,96.0,39.7,36.0
13886,43,82.0,9.0,90.0,39.9,38.0
13887,26,89.0,19.0,95.0,40.5,82.0
13888,44,73.0,24.0,104.0,40.1,149.0
13889,70,80.0,25.0,105.0,40.7,194.0
13890,27,67.0,17.0,104.0,40.3,99.0
13891,43,95.0,12.0,94.0,40.0,62.0
13892,41,66.0,22.0,101.0,40.5,126.0
13893,71,66.0,29.0,108.0,40.9,204.0
13894,33,59.0,26.0,113.0,40.7,181.0
13895,22,67.0,29.0,103.0,40.8,162.0
13896,67,58.0,23.0,101.0,40.4,145.0
13897,31,86.0,17.0,83.0,40.6,46.0
13898,77,59.0,30.0,110.0,40.8,223.0
13899,22,62.0,9.0,88.0,39.7,37.0
13900,61,77.0,24.0,99.0,40.3,137.0
13901,43,78.0,16.0,94.0,40.1,76.0
13902,33,52.0,30.0,112.0,41.2,209.0
13903,29,73.0,11.0,96.0,40.1,47.0
13904,31,73.0,13.0,99.0,40.1,68.0
13905,45,61.0,20.0,98.0,40.4,111.0
13906,62,59.0,17.0,88.0,40.3,82.0
13907,50,76.0,11.0,91.0,40.1,52.0
13908,56,94.0,12.0,93.0,39.9,67.0
13909,79,89.0,29.0,99.0,41.0,217.0
13910,49,85.0,18.0,99.0,40.2,107.0
13911,30,56.0,8.0,83.0,39.4,30.0
13912,21,73.0,14.0,88.0,40.4,55.0
13913,23,82.0,2.0,92.0,38.4,7.0
13914,34,65.0,5.0,85.0,38.7,20.0
13915,24,92.0,7.0,94.0,39.8,29.0
13916,21,50.0,11.0,86.0,40.1,44.0
13917,35,68.0,5.0,85.0,39.2,19.0
13918,33,52.0,27.0,109.0,40.7,179.0
13919,29,76.0,11.0,88.0,39.7,44.0
13920,49,104.0,28.0,108.0,40.9,216.0
13921,62,97.0,30.0,112.0,40.8,264.0
13922,40,74.0,16.0,96.0,40.5,81.0
13923,73,71.0,10.0,92.0,40.1,53.0
13924,45,106.0,18.0,94.0,40.4,98.0
13925,22,98.0,8.0,94.0,39.6,33.0
13926,68,111.0,29.0,110.0,40.5,264.0
13927,60,79.0,6.0,92.0,38.8,32.0
13928,32,80.0,10.0,87.0,39.8,32.0
13929,32,55.0,22.0,113.0,40.1,154.0
13930,35,57.0,22.0,103.0,40.5,131.0
13931,20,86.0,11.0,91.0,39.8,37.0
13932,70,86.0,8.0,84.0,39.7,38.0
13933,34,68.0,19.0,102.0,40.6,108.0
13934,22,66.0,15.0,90.0,40.6,63.0
13935,43,65.0,16.0,99.0,40.1,89.0
13936,45,72.0,9.0,85.0,39.4,30.0
13937,26,59.0,20.0,97.0,40.4,103.0
13939,28,87.0,7.0,89.0,39.5,24.0
13940,40,101.0,29.0,109.0,41.0,214.0
13942,59,103.0,28.0,105.0,40.6,217.0
13943,49,77.0,5.0,81.0,39.1,15.0
13944,25,62.0,4.0,76.0,39.0,11.0
13945,21,67.0,19.0,100.0,40.3,100.0
13946,73,72.0,28.0,113.0,41.2,210.0
13947,31,64.0,16.0,86.0,40.3,64.0
13948,53,81.0,5.0,89.0,39.2,23.0
13949,62,102.0,17.0,92.0,40.0,100.0
13950,33,112.0,30.0,107.0,41.0,209.0
13951,39,93.0,18.0,89.0,40.3,75.0
